TOKEN	MORPH	SEG_BME	LABEL
tsaynash	['Tsay', 'na', 'sh']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F']	['PRON', 'Acp', 'Nfh']
rikachakurinaq	['rikachaku', 'ri', 'naq']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F']	['VTr', 'Pct', 'Rpst']
maychawpis	['may', 'chaw']	['D', 'M', 'F', 'D', 'M', 'M', 'F']	['PRON', 'Loc']
pununanpaq	['punu', 'na', 'n', 'paq']	['D', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['VInt', 'Pot', 'Poss.3', 'Ben']
taqayqa	['Taqay', 'qa']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['PRON.Dem', 'Top']
pishtakum	['pishtaku', 'm']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'F', 'U']	['N', 'Asrt']
llulluqa	['Llullu', 'qa']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Top']
tikrarinaq	['tikra', 'ri', 'naq']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F']	['VTr', 'Pct', 'Rpst']
ichikllan	['ichikllan']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'F']	['ADJ']
patsaman	['patsa', 'man']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Dat']
awkinqa	['Awkin', 'qa']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Top']
wayipita	['wayi', 'pita']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Abl']
wahashqa	['waha', 'shqa']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Prf']
kar	['ka', 'r']	['D', 'F', 'U']	['AUX', 'Cnv']
llakishqa	['llaki', 'shqa']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Prf']
yarqurinaq	['yarqu', 'ri', 'naq']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F']	['VTr', 'Pct', 'Rpst']
warmiqa	['Warmi', 'qa']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Top']
wayinpita	['wayi', 'n', 'pita']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F']	['N', 'Poss.3', 'Abl']
yarqurir	['yarqu', 'ri', 'r']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pct', 'Cnv']
waytata	['wayta', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
ashirinaq	['ashi', 'ri', 'naq']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F']	['VTr', 'Pct', 'Rpst']
payqa	['Pay', 'qa']	['D', 'M', 'F', 'D', 'F']	['PRON.Prs', 'Top']
achka	['achka']	['D', 'M', 'M', 'M', 'F']	['ADV']
yakuta	['yaku', 'ta']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
upun	['upu', 'n']	['D', 'M', 'F', 'U']	['VTr', '3']
payqa	['Pay', 'qa']	['D', 'M', 'F', 'D', 'F']	['PRON.Prs', 'Top']
sachakunata	['sacha', 'kuna', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Pl', 'Obj']
ashmakunata	['ashma', 'kuna', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Pl', 'Obj']
charirkurmi	['chari', 'rku', 'r', 'mi']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U', 'D', 'F']	['V', 'Edu', 'Cnv', 'Asrt']
mikun	['miku', 'n']	['D', 'M', 'M', 'F', 'U']	['VTr', '3']
warmiimi	['Warmi', 'i', 'mi']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.1Sg', 'Asrt']
aywakuychaw	['aywa', 'ku', 'y', 'chaw']	['D', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'M', 'F']	['VTr', 'Refl/Mid', 'Inf', 'Loc']
kaykan	['ka', 'yka', 'n']	['D', 'F', 'D', 'M', 'F', 'U']	['AUX', 'Prog', '3']
wamrakunam	['Wamra', 'kuna', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Pl', 'Asrt']
aayapaakuyan	['aayapaaku', 'ya', 'n']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['VInt', 'Pl', '3']
ashmakuna	['Ashma', 'kuna']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Pl']
quchaman	['qucha', 'man']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Dat']
chaariyannam	['chaa', 'ri', 'ya', 'n', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'U', 'D', 'F', 'U']	['VTr', 'Pct', 'Pl', '3', 'Acp', 'Asrt']
nunakunam	['Nuna', 'kuna', 'm']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Pl', 'Asrt']
uryaykaayan	['urya', 'ykaa', 'ya', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Prog', 'Pl', '3']
chakrachaw	['chakra', 'chaw']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Loc']
wamrakuna	['Wamra', 'kuna']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Pl']
tsariyan	['tsari', 'ya', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pl', '3']
challwata	['challwa', 'ta']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
mayuchaw	['mayu', 'chaw']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Loc']
ichikllata	['Ichik', 'lla', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F']	['ADJ', 'Lim', 'Obj']
kashkillaa	['kashki', 'lla', 'a']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['N', 'Lim', 'Poss.1Sg']
chaqaramay	['chaqa', 'ra', 'ma', 'y']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'U']	['VTr', 'Pct', '1.Obj', 'Imp.2']
mama	['Mama']	['D', 'M', 'M', 'F']	['N']
papa	['papa']	['D', 'M', 'M', 'F']	['N']
yanu	['yanu']	['D', 'M', 'M', 'F']	['N']
chashqanam	['cha', 'cha', 'cha', 'cha']	['D', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'F']	['VTr', 'Prf', 'Acp', 'Asrt']
wawqiimi	['Wawqi', 'i', 'mi']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.1Sg', 'Asrt']
qillayta	['qillay', 'ta']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
chaskishqa	['chaski', 'shqa']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Prf']
yanasanpita	['yanasa', 'n', 'pita']	['D', 'M', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F']	['N', 'Poss.3', 'Abl']
kuchim	['Kuchi', 'm']	['D', 'M', 'M', 'M', 'F', 'U']	['N', 'Asrt']
chawa	['chawa']	['D', 'M', 'M', 'M', 'F']	['ADJ']
papata	['papa', 'ta']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
mikuykan	['miku', 'yka', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Prog', '3']
waakam	['Waaka', 'm']	['D', 'M', 'M', 'M', 'F', 'U']	['N', 'Asrt']
chakra	['chakra']	['D', 'M', 'M', 'M', 'M', 'F']	['N']
chawpinchaw	['chawpi', 'n', 'chaw']	['D', 'M', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F']	['N', 'Poss.3', 'Loc']
kaykan	['ka', 'yka', 'n']	['D', 'F', 'D', 'M', 'F', 'U']	['AUX', 'Prog', '3']
taqay	['Taqay']	['D', 'M', 'M', 'M', 'F']	['DET']
warmim	['warmi', 'm']	['D', 'M', 'M', 'M', 'F', 'U']	['N', 'Asrt']
chichu	['chichu']	['D', 'M', 'M', 'M', 'M', 'F']	['ADJ']
kaykan	['ka', 'yka', 'n']	['D', 'F', 'D', 'M', 'F', 'U']	['AUX', 'Prog', '3']
chikina	['Chiki', 'na']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['VTr', 'Pot']
nunam	['nuna', 'm']	['D', 'M', 'M', 'F', 'U']	['N', 'Asrt']
puriykan	['puri', 'yka', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Prog', '3']
hirkakunachaw	['hirka', 'kuna', 'chaw']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Pl', 'Loc']
taqay	['Taqay']	['D', 'M', 'M', 'M', 'F']	['DET']
turum	['turu', 'm']	['D', 'M', 'M', 'F', 'U']	['N', 'Asrt']
chiklu	['chiklu']	['D', 'M', 'M', 'M', 'M', 'F']	['N']
uushakunam	['Uusha', 'kuna', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Pl', 'Asrt']
chikunchaw	['chiku', 'n', 'chaw']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F']	['N', 'Poss.3', 'Loc']
kaykaayan	['ka', 'ykaa', 'ya', 'n']	['D', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['AUX', 'Prog', 'Pl', '3']
wamram	['Wamra', 'm']	['D', 'M', 'M', 'M', 'F', 'U']	['N', 'Asrt']
ashmakunata	['ashma', 'kuna', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Pl', 'Obj']
chikuykan	['chiku', 'yka', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Prog', '3']
yanasaami	['Yanasa', 'a', 'mi']	['D', 'M', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.1Sg', 'Asrt']
chili	['chili']	['D', 'M', 'M', 'M', 'F']	['N']
harata	['hara', 'ta']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
tarishqa	['tari', 'shqa']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Prf']
chakranchaw	['chakra', 'n', 'chaw']	['D', 'M', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F']	['N', 'Poss.3', 'Loc']
taytaami	['Tayta', 'a', 'mi']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.1Sg', 'Asrt']
chilliiwata	['chilliiwa', 'ta']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
ruraykan	['rura', 'yka', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Prog', '3']
chipim	['Chipi', 'm']	['D', 'M', 'M', 'M', 'F', 'U']	['N', 'Asrt']
waqaykan	['waqa', 'yka', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Prog', '3']
mamanta	['mama', 'n', 'ta']	['D', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.3', 'Obj']
ashir	['ashi', 'r']	['D', 'M', 'M', 'F', 'U']	['VTr', 'Cnv']
taqay	['Taqay']	['D', 'M', 'M', 'M', 'F']	['DET']
chakraqa	['chakra', 'qa']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Top']
chuchinmi	['chuchin', 'mi']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Asrt']
taytaawanmi	['Tayta', 'a', 'wan', 'mi']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'F', 'D', 'F']	['N', 'Poss.1Sg', 'Com', 'Asrt']
chuqpayaa	['chuqpa', 'ya', 'a']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pl', '1']
yamtata	['yamta', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
wayiman	['wayi', 'man']	['D', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Dat']
apayaanaapaq	['apa', 'yaa', 'na', 'a', 'paq']	['D', 'M', 'F', 'D', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['VTr', 'Pl', 'Pot', 'Poss.1Sg', 'Ben']
nunakunam	['Nuna', 'kuna', 'm']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Pl', 'Asrt']
rumita	['rumi', 'ta']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
chuquykaayan	['chuqu', 'ykaa', 'ya', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Prog', 'Pl', '3']
chakrachaw	['chakra', 'chaw']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Loc']
chuspim	['Chuspi', 'm']	['D', 'M', 'M', 'M', 'M', 'F', 'U']	['N', 'Asrt']
kanimashqa	['kani', 'ma', 'shqa']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'M', 'F']	['VTr', '1.Obj', 'Prf']
makiichaw	['maki', 'i', 'chaw']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F']	['N', 'Poss.1Sg', 'Loc']
nunam	['Nuna', 'm']	['D', 'M', 'M', 'F', 'U']	['N', 'Asrt']
hachata	['hacha', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
wallun	['wallu', 'n']	['D', 'M', 'M', 'M', 'F', 'U']	['VTr', '3']
yamtapaq	['yamta', 'paq']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Ben']
qanyan	['Qanyan']	['D', 'M', 'M', 'M', 'M', 'F']	['N']
wayiichaw	['wayi', 'i', 'chaw']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F']	['N', 'Poss.1Sg', 'Loc']
hakata	['haka', 'ta']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
mikuyarquu	['miku', 'ya', 'rqu', 'u']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Pl', 'RecPst', '1']
ramrashta	['Ramrash', 'ta']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
walluykaayan	['wallu', 'ykaa', 'ya', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Prog', 'Pl', '3']
haachawanmi	['haacha', 'wan', 'mi']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F']	['N', 'Com', 'Asrt']
llamakunam	['Llama', 'kuna', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Pl', 'Asrt']
qachita	['qachi', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
mikuyan	['miku', 'ya', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pl', '3']
hallqachaw	['hallqa', 'chaw']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Loc']
taqay	['Taqay']	['D', 'M', 'M', 'M', 'F']	['DET']
nunakunam	['nuna', 'kuna', 'm']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Pl', 'Asrt']
hamaykaayan	['hama', 'ykaa', 'ya', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['VInt', 'Prog', 'Pl', '3']
hapallaykim	['Hapalla', 'yki', 'm']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['PRON.Refl', 'Poss.2', 'Asrt']
shamunki	['shamu', 'nki']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F']	['VTr', '2']
awkinmi	['Awkin', 'mi']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Asrt']
hapaykan	['hapa', 'yka', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Prog', '3']
wayin	['wayi', 'n']	['D', 'M', 'M', 'F', 'U']	['N', 'Poss.3']
nawpanchaw	['nawpa', 'n', 'chaw']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F']	['N', 'Poss.3', 'Loc']
tikum	['Tiku', 'm']	['D', 'M', 'M', 'F', 'U']	['N', 'Asrt']
harata	['hara', 'ta']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
muruykan	['muru', 'yka', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Prog', '3']
chakrachaw	['chakra', 'chaw']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Loc']
wayru	['Wayru']	['D', 'M', 'M', 'M', 'F']	['N']
papata	['papa', 'ta']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
mikuptiimi	['miku', 'pti', 'i', 'mi']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U', 'D', 'F']	['VTr', 'Cnv', 'Poss.1Sg', 'Asrt']
hiktsutsiman	['hiktsu', 'tsi', 'ma', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F', 'U']	['VInt', 'Caus', '1.Obj', '3']
wamrakuna	['Wamra', 'kuna']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Pl']
hanankunata	['hana', 'n', 'kuna', 'ta']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Poss.3', 'Pl', 'Obj']
taqshar	['taqsha', 'r']	['D', 'M', 'M', 'M', 'M', 'F', 'U']	['VTr', 'Cnv']
hikutayan	['hikuta', 'ya', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pl', '3']
warmim	['Warmi', 'm']	['D', 'M', 'M', 'M', 'F', 'U']	['N', 'Asrt']
ruripanta	['ruripa', 'n', 'ta']	['D', 'M', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.3', 'Obj']
hiraykan	['hira', 'yka', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Prog', '3']
wamrakunam	['Wamra', 'kuna', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Pl', 'Asrt']
ultuta	['ultu', 'ta']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
hurqayan	['hurqa', 'ya', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pl', '3']
yakupita	['yaku', 'pita']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Abl']
ichik	['Ichik']	['D', 'M', 'M', 'M', 'F']	['ADJ']
allqum	['allqu', 'm']	['D', 'M', 'M', 'M', 'F', 'U']	['N', 'Asrt']
kaniman	['kani', 'ma', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', '1.Obj', '3']
inti	['Inti']	['D', 'M', 'M', 'F']	['N']
chaaramuptin	['chaa', 'ra', 'mu', 'pti', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Pct', 'Cis', 'Cnv', 'Poss.3']
achachar	['achacha', 'r']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'U']	['VInt', 'Cnv']
qallaykun	['qalla', 'yku', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Intens', '3']
nunakuna	['Nuna', 'kuna']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Pl']
iskuta	['isku', 'ta']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
kayaykaayan	['kaya', 'ykaa', 'ya', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Prog', 'Pl', '3']
aqayaananpaq	['aqa', 'yaa', 'na', 'n', 'paq']	['D', 'M', 'F', 'D', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['VTr', 'Pl', 'Pot', 'Poss.3', 'Ben']
awkis	['Awkis']	['D', 'M', 'M', 'M', 'F']	['N']
qirum	['qiru', 'm']	['D', 'M', 'M', 'F', 'U']	['N', 'Asrt']
ismuykan	['ismu', 'yka', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Prog', '3']
allqum	['Allqu', 'm']	['D', 'M', 'M', 'M', 'F', 'U']	['N', 'Asrt']
ishpan	['ishpa', 'n']	['D', 'M', 'M', 'M', 'F', 'U']	['VInt', '3']
wayi	['wayi']	['D', 'M', 'M', 'F']	['N']
hawanchaw	['hawa', 'n', 'chaw']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F']	['N', 'Poss.3', 'Loc']
taytaami	['Tayta', 'a', 'mi']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.1Sg', 'Asrt']
waakakunata	['waaka', 'kuna', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Pl', 'Obj']
kacharamushqa	['kacha', 'ra', 'mu', 'shqa']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Pct', 'Cis', 'Prf']
hirkakunachaw	['hirka', 'kuna', 'chaw']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Pl', 'Loc']
wamram	['Wamra', 'm']	['D', 'M', 'M', 'M', 'F', 'U']	['N', 'Asrt']
wiru	['wiru']	['D', 'M', 'M', 'F']	['N']
kachupita	['kachu', 'pita']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Abl']
aqturin	['aqtu', 'ri', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['VInt', 'Pct', '3']
wamram	['Wamra', 'm']	['D', 'M', 'M', 'M', 'F', 'U']	['N', 'Asrt']
lichinta	['lichi', 'n', 'ta']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.3', 'Obj']
upurir	['upu', 'ri', 'r']	['D', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pct', 'Cnv']
kakyaramun	['kakya', 'ra', 'mu', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'U']	['VInt', 'Pct', 'Cis', '3']
uushakunam	['Uusha', 'kuna', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Pl', 'Asrt']
kanchanchaw	['kancha', 'n', 'chaw']	['D', 'M', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F']	['N', 'Poss.3', 'Loc']
kaykaayan	['ka', 'ykaa', 'ya', 'n']	['D', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['AUX', 'Prog', 'Pl', '3']
allqu	['Allqu']	['D', 'M', 'M', 'M', 'F']	['N']
kanin	['kani', 'n']	['D', 'M', 'M', 'F', 'U']	['VTr', '3']
wamrakunata	['wamra', 'kuna', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Pl', 'Obj']
warmim	['Warmi', 'm']	['D', 'M', 'M', 'M', 'F', 'U']	['N', 'Asrt']
kankata	['kanka', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
mikuykan	['miku', 'yka', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Prog', '3']
panii	['Pani', 'i']	['D', 'M', 'M', 'F', 'U']	['N', 'Poss.1Sg']
alliran	['alli', 'ran']	['D', 'M', 'M', 'F', 'D', 'M', 'F']	['ADV', 'Inacp']
kawaykan	['kawa', 'yka', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Prog', '3']
wamrakuna	['Wamra', 'kuna']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Pl']
uqshata	['uqsha', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
kayaykaayan	['kaya', 'ykaa', 'ya', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Prog', 'Pl', '3']
hirkachaw	['hirka', 'chaw']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Loc']
wamrakunaqa	['Wamra', 'kuna', 'qa']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Pl', 'Top']
taytantam	['tayta', 'n', 'ta', 'm']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'F', 'U']	['N', 'Poss.3', 'Obj', 'Asrt']
kaasukun	['kaasu', 'ku', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Refl/Mid', '3']
mishi	['Mishi']	['D', 'M', 'M', 'M', 'F']	['N']
kichkipakushqa	['kichki', 'pa', 'ku', 'shqa']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'D', 'M', 'M', 'F']	['VInt', 'Exc', 'Refl/Mid', 'Prf']
punkuchaw	['punku', 'chaw']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Loc']
killiksham	['Killiksha', 'm']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'F', 'U']	['N', 'Asrt']
arashta	['arash', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
apakuykan	['apa', 'ku', 'yka', 'n']	['D', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Refl/Mid', 'Prog', '3']
mikunanpaq	['miku', 'na', 'n', 'paq']	['D', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['VTr', 'Pot', 'Poss.3', 'Ben']
taqay	['Taqay']	['D', 'M', 'M', 'M', 'F']	['DET']
kinraychawmi	['kinray', 'chaw', 'mi']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Loc', 'Asrt']
atuq	['atuq']	['D', 'M', 'M', 'F']	['N']
puriykan	['puri', 'yka', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Prog', '3']
mallim	['Malli', 'm']	['D', 'M', 'M', 'M', 'F', 'U']	['N', 'Asrt']
kiputa	['kipu', 'ta']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
