	TOKEN	MORPH	SEG_BME	LABEL
1409	mamanllawan	['Mama', 'n', 'lla', 'wan']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'F', 'D', 'M', 'F']	['N', 'Poss.3', 'Lim', 'Com']
1410	taakuyaanaq	['taa', 'ku', 'yaa', 'naq']	['D', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'D', 'M', 'F']	['VInt', 'Refl/Mid', 'Pl', 'Rpst']
1411	pitaq	['Pi', 'taq']	['D', 'F', 'D', 'M', 'F']	['PRON', 'Ctrs']
1412	taqshashunki	['taqsha', 'shu', 'nki']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'F']	['VTr', '3.Sbj', '2.Obj']
1413	pitaq	['Pi', 'taq']	['D', 'F', 'D', 'M', 'F']	['PRON', 'Ctrs']
1414	qarashunki	['qara', 'shu', 'nki']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'F']	['VTr', '3.Sbj', '2.Obj']
1415	peru	['Peru']	['D', 'M', 'M', 'F']	['CCONJ']
1416	nishqannaw	['ni', 'shqa', 'n', 'naw']	['D', 'F', 'D', 'M', 'M', 'F', 'U', 'D', 'M', 'F']	['VTr', 'Prf', 'Poss.3', 'Equ']
1417	qallaykunaq	['qalla', 'yku', 'naq']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'F']	['VTr', 'Intens', 'Rpst']
1418	arukur	['aru', 'ku', 'r']	['D', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Refl/Mid', 'Cnv']
1419	taqshakur	['taqsha', 'ku', 'r']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Refl/Mid', 'Cnv']
1420	i	['i']	['U']	['CCONJ']
1421	wayinchaw	['wayi', 'n', 'chaw']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F']	['N', 'Poss.3', 'Loc']
1422	sapatukunata	['sapatu', 'kuna', 'ta']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Pl', 'Obj']
1423	rurapukur	['rura', 'pu', 'ku', 'r']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'U']	['VTr', 'Apl', 'Refl/Mid', 'Cnv']
1424	tsaynam	['Tsay', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['PRON', 'Acp', 'Asrt']
1425	kastankuna	['kasta', 'n', 'kuna']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F']	['N', 'Poss.3', 'Pl']
1426	ashiyaanaq	['ashi', 'yaa', 'naq']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'F']	['VTr', 'Pl', 'Rpst']
1427	warmita	['warmi', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
1428	ni	['Ni']	['D', 'F']	['ADV']
1429	munayaanaqtsu	['muna', 'yaa', 'naq', 'tsu']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'F']	['VTr', 'Pl', 'Rpst', 'Neg']
1430	tsaynam	['Tsay', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['PRON', 'Acp', 'Asrt']
1431	llakishqa	['llaki', 'shqa']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Prf']
1432	kayaanaq	['ka', 'yaa', 'naq']	['D', 'F', 'D', 'M', 'F', 'D', 'M', 'F']	['AUX', 'Pl', 'Rpst']
1433	kastankunapis	['kasta', 'n', 'kuna', 'pis']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Poss.3', 'Pl', 'Coord']
1434	tsayna	['Tsay', 'na']	['D', 'M', 'M', 'F', 'D', 'F']	['PRON', 'Acp']
1435	señalariyarqan	['señala', 'ri', 'ya', 'rqa', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['V', 'Pct', 'Pl', 'Pst', '3']
1436	kasatsiyaananpaq	['kasa', 'tsi', 'yaa', 'na', 'n', 'paq']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['VTr', 'Caus', 'Pl', 'Pot', 'Poss.3', 'Ben']
1437	porfin	['Porfin']	['D', 'M', 'M', 'M', 'M', 'F']	['ADV']
1438	chaaramurqan	['chaa', 'ra', 'mu', 'rqa', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Pct', 'Cis', 'Pst', '3']
1439	señalashqa	['señala', 'shqa']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['V', 'Prf']
1440	hunaq	['hunaq']	['D', 'M', 'M', 'M', 'F']	['N']
1441	imanawtaq	['Imanaw', 'taq']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F']	['ADV', 'Ctrs']
1442	tsaypinqa	['tsaypin', 'qa']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['ADV', 'Top']
1443	nuqa	['nuqa']	['D', 'M', 'M', 'F']	['PRON.Prs']
1444	arushaq	['aru', 'shaq']	['D', 'M', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Fut.1']
1445	kikinllapaqqa	['Kiki', 'n', 'lla', 'paq', 'qa']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'F', 'D', 'M', 'F', 'D', 'F']	['PRON.Refl', 'Poss.3', 'Lim', 'Ben', 'Top']
1446	kusa	['kusa']	['D', 'M', 'M', 'F']	['ADV']
1447	shumaq	['shumaq']	['D', 'M', 'M', 'M', 'M', 'F']	['ADJ']
1448	upallallana	['Upalla', 'lla', 'na']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F']	['ADV', 'Lim', 'Acp']
1449	kakunaq	['ka', 'ku', 'naq']	['D', 'F', 'D', 'F', 'D', 'M', 'F']	['AUX', 'Refl/Mid', 'Rpst']
1450	sinoqa	['Sino', 'qa']	['D', 'M', 'M', 'F', 'D', 'F']	['CCONJ', 'Top']
1451	tsuriykita	['tsuri', 'yki', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F']	['N', 'Poss.2', 'Obj']
1452	i	['I']	['U']	['CCONJ']
1453	despwes	['despwes']	['D', 'M', 'M', 'M', 'M', 'M', 'F']	['ADV']
1454	dokumentunchaw	['dokumentu', 'n', 'chaw']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F']	['N', 'Poss.3', 'Loc']
1455	firmarapunaq	['firma', 'ra', 'pu', 'naq']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'D', 'M', 'F']	['V', 'Pct', 'Apl', 'Rpst']
1456	tsaytsika	['Tsaytsika']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'F']	['PRON']
1457	imaykapis	['imayka']	['D', 'M', 'M', 'M', 'M', 'F']	['PRON']
1458	kaykaptin	['ka', 'yka', 'pti', 'n']	['D', 'F', 'D', 'M', 'F', 'D', 'M', 'F', 'U']	['AUX', 'Prog', 'Cnv', 'Poss.3']
1459	nuna	['nuna']	['D', 'M', 'M', 'F']	['N']
1460	mas	['mas']	['D', 'M', 'F']	['ADV']
1461	llakishqa	['llaki', 'shqa']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Prf']
1462	tikrakurinaq	['tikra', 'ku', 'ri', 'naq']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'D', 'M', 'F']	['VTr', 'Refl/Mid', 'Pct', 'Rpst']
1463	kada	['kada']	['D', 'M', 'M', 'F']	['DET']
1464	hunaq	['hunaq']	['D', 'M', 'M', 'M', 'F']	['N']
1465	i	['I']	['U']	['CCONJ']
1466	despwesmi	['despwes', 'mi']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['ADV', 'Asrt']
1467	porfin	['porfin']	['D', 'M', 'M', 'M', 'M', 'F']	['ADV']
1468	willaykunaq	['willa', 'yku', 'naq']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'F']	['VTr', 'Intens', 'Rpst']
1469	i	['I']	['U']	['CCONJ']
1470	tsaymi	['tsay', 'mi']	['D', 'M', 'M', 'F', 'D', 'F']	['PRON', 'Asrt']
1471	llakishqa	['llaki', 'shqa']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Prf']
1472	yamtata	['yamta', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
1473	ashikuykarqaa	['ashi', 'ku', 'yka', 'rqa', 'a']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Refl/Mid', 'Prog', 'Pst', '1']
1474	tsaymi	['Tsay', 'mi']	['D', 'M', 'M', 'F', 'D', 'F']	['PRON', 'Asrt']
1475	munarqaatsu	['muna', 'rqa', 'a', 'tsu']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U', 'D', 'M', 'F']	['VTr', 'Pst', '1', 'Neg']
1476	porfin	['Porfin']	['D', 'M', 'M', 'M', 'M', 'F']	['ADV']
1477	tsurin	['tsuri', 'n']	['D', 'M', 'M', 'M', 'F', 'U']	['N', 'Poss.3']
1478	puqurinaq	['puqu', 'ri', 'naq']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F']	['VInt', 'Pct', 'Rpst']
1479	i	['I']	['U']	['CCONJ']
1480	tsaymi	['tsay', 'mi']	['D', 'M', 'M', 'F', 'D', 'F']	['PRON', 'Asrt']
1481	wayiman	['wayi', 'man']	['D', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Dat']
1482	chaarinaq	['chaa', 'ri', 'naq']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F']	['VTr', 'Pct', 'Rpst']
1483	payqa	['Pay', 'qa']	['D', 'M', 'F', 'D', 'F']	['PRON.Prs', 'Top']
1484	nunallatam	['nuna', 'lla', 'ta', 'm']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F', 'U']	['N', 'Lim', 'Obj', 'Asrt']
1485	mikun	['miku', 'n']	['D', 'M', 'M', 'F', 'U']	['VTr', '3']
1486	mayllamanpis	['May', 'lla', 'man']	['D', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'F']	['PRON', 'Lim', 'Dat']
1487	pakaykamay	['paka', 'yka', 'ma', 'y']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F', 'U']	['V', 'Intens', '1.Obj', 'Imp.2']
1488	tardina	['Tardi', 'na']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Acp']
1489	wayinman	['wayi', 'n', 'man']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'F']	['N', 'Poss.3', 'Dat']
1490	kutirirqunaq	['kuti', 'ri', 'rqu', 'naq']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'D', 'M', 'F']	['VInt', 'Pct', 'RecPst', '3', 'Rpst']
1491	almannaq	['alma', 'nnaq']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Prv']
1492	nunaqa	['nuna', 'qa']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Top']
1493	turillaami	['Turi', 'lla', 'a', 'mi']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U', 'D', 'F']	['N', 'Lim', 'Poss.1Sg', 'Asrt']
1494	chaamushqa	['chaa', 'mu', 'shqa']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Cis', 'Prf']
1495	nishaqmi	['ni', 'shaq', 'mi']	['D', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['VTr', 'Fut.1', 'Asrt']
1496	tsaynam	['Tsay', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['PRON', 'Acp', 'Asrt']
1497	wamraqa	['wamra', 'qa']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Top']
1498	willarqunaq	['willa', 'rqu', 'naq']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'F']	['VTr', 'RecPst', '3', 'Rpst']
1499	swertintana	['swerti', 'n', 'ta', 'na']	['D', 'M', 'M', 'M', 'M', 'F', 'U', 'D', 'F', 'D', 'F']	['N', 'Poss.3', 'Obj', 'Acp']
1500	nunata	['nuna', 'ta']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
1501	niptin	['Ni', 'pti', 'n']	['D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Cnv', 'Poss.3']
1502	wamraqa	['wamra', 'qa']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Top']
1503	kushillaanaq	['kushi', 'llaa', 'naq']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'M', 'F']	['VInt', 'Lim', 'Rpst']
1504	tsaychawqa	['Tsay', 'chaw', 'qa']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['PRON', 'Loc', 'Top']
1505	maa	['maa']	['D', 'M', 'F']	['ADV']
1506	shumaq	['shumaq']	['D', 'M', 'M', 'M', 'M', 'F']	['ADJ']
1507	naani	['naani']	['D', 'M', 'M', 'M', 'F']	['N']
1508	karqunaq	['ka', 'rqu', 'naq']	['D', 'F', 'D', 'M', 'F', 'D', 'M', 'F']	['AUX', 'RecPst', '3', 'Rpst']
1509	mas	['Mas']	['D', 'M', 'F']	['ADV']
1510	mas	['mas']	['D', 'M', 'F']	['ADV']
1511	aywayaptin	['aywa', 'ya', 'pti', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Pl', 'Cnv', 'Poss.3']
1512	quñumunaq	['quñu', 'mu', 'naq']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F']	['V', 'Cis', 'Rpst']
1513	fwerti	['fwerti']	['D', 'M', 'M', 'M', 'M', 'F']	['ADJ']
1514	i	['I']	['U']	['CCONJ']
1515	wamraqa	['wamra', 'qa']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Top']
1516	alalaw	['alalaw']	['D', 'M', 'M', 'M', 'M', 'F']	['INTJ']
1517	ninaqlla	['ni', 'na', 'q', 'lla']	['D', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['VTr', 'Prosp', 'Agt', 'Lim']
1518	tsaytana	['Tsay', 'ta', 'na']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F']	['PRON', 'Obj', 'Acp']
1519	tsaktakuyan	['tsakta', 'ku', 'ya', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'U']	['VTr', 'Refl/Mid', 'Pl', '3']
1520	punkuta	['Punku', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
1521	kichariptin	['kicha', 'ri', 'pti', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Pct', 'Cnv', 'Poss.3']
1522	yaykuriyan	['yayku', 'ri', 'ya', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'U']	['VTr', 'Pct', 'Pl', '3']
1523	tsayna	['Tsay', 'na']	['D', 'M', 'M', 'F', 'D', 'F']	['PRON', 'Acp']
1524	ni	['ni']	['D', 'F']	['ADV']
1525	mayqan	['mayqa', 'n']	['D', 'M', 'M', 'M', 'F', 'U']	['PRON', 'Poss.3']
1526	dyablu	['dyablu']	['D', 'M', 'M', 'M', 'M', 'F']	['N']
1527	yaskiyantsu	['yaski', 'ya', 'n', 'tsu']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['VTr', 'Pl', '3', 'Neg']
1528	despwes	['Despwes']	['D', 'M', 'M', 'M', 'M', 'M', 'F']	['ADV']
1529	entregarirqunaq	['entrega', 'ri', 'rqu', 'naq']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'D', 'M', 'F']	['V', 'Pct', 'RecPst', '3', 'Rpst']
1530	munashqaatam	['Muna', 'shqa', 'a', 'ta', 'm']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U', 'D', 'F', 'U']	['VTr', 'Prf', 'Poss.1Sg', 'Obj', 'Asrt']
1531	nuqaqa	['nuqa', 'qa']	['D', 'M', 'M', 'F', 'D', 'F']	['PRON.Prs', 'Top']
1532	rurakunaa	['rura', 'ku', 'na', 'a']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'U']	['VTr', 'Refl/Mid', 'Pot', 'Poss.1Sg']
1533	imay	['Imay']	['D', 'M', 'M', 'F']	['PRON']
1534	patsapita	['patsa', 'pita']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Abl']
1535	tsaymi	['Tsay', 'mi']	['D', 'M', 'M', 'F', 'D', 'F']	['PRON', 'Asrt']
1536	ayllukarkur	['ayllu', 'ka', 'rku', 'r']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Pass', 'Edu', 'Cnv']
1537	shayaamurqan	['sha', 'sha', 'sha', 'sha', 'sha']	['D', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'F']	['VInt', 'Pl', 'Cis', 'Pst', '3']
1538	tsaymi	['Tsay', 'mi']	['D', 'M', 'M', 'F', 'D', 'F']	['PRON', 'Asrt']
1539	nuqaqa	['nuqa', 'qa']	['D', 'M', 'M', 'F', 'D', 'F']	['PRON.Prs', 'Top']
1540	achka	['achka']	['D', 'M', 'M', 'M', 'F']	['ADV']
1541	qillayniita	['qillay', 'ni', 'i', 'ta']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'F']	['N', 'Poss.1Sg', 'Obj']
1542	pashtaratsipurqaa	['pashta', 'ra', 'tsi', 'pu', 'rqa', 'a']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Pct', 'Caus', 'Apl', 'Pst', '1']
1543	hatun	['Hatun']	['D', 'M', 'M', 'M', 'F']	['ADJ']
1544	apu	['Apu']	['D', 'M', 'F']	['N']
1545	taytakuna	['tayta', 'kuna']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Pl']
1546	imaraq	['Ima', 'raq']	['D', 'M', 'F', 'D', 'M', 'F']	['PRON', 'Inacp']
1547	karqun	['ka', 'rqu', 'n']	['D', 'F', 'D', 'M', 'F', 'U']	['AUX', 'RecPst', '3']
1548	nirqaami	['ni', 'rqa', 'a', 'mi']	['D', 'F', 'D', 'M', 'F', 'U', 'D', 'F']	['VTr', 'Pst', '1', 'Asrt']
1549	nuqa	['nuqa']	['D', 'M', 'M', 'F']	['PRON.Prs']
1550	haq	['Haq']	['D', 'M', 'F']	['N']
1551	marka	['marka']	['D', 'M', 'M', 'M', 'F']	['N']
1552	killapis	['Killa', 'pis']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Coord']
1553	watapis	['wata', 'pis']	['D', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Coord']
1554	unayran	['unay', 'ran']	['D', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Inacp']
1555	kutiykur	['kuti', 'yku', 'r']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Intens', 'Cnv']
1556	kutiykur	['kuti', 'yku', 'r']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Intens', 'Cnv']
1557	tumamurqan	['tuma', 'mu', 'rqa', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Cis', 'Pst', '3']
1558	awmi	['Awmi']	['D', 'M', 'M', 'F']	['INTJ']
1559	tayta	['Tayta']	['D', 'M', 'M', 'M', 'F']	['N']
1560	imanaw	['imanaw']	['D', 'M', 'M', 'M', 'M', 'F']	['ADV']
1561	upyayanqanta	['upya', 'ya', 'nqa', 'n', 'ta']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U', 'D', 'F']	['VTr', 'Pl', 'Sub', 'Poss.3', 'Obj']
1562	imanaw	['imanaw']	['D', 'M', 'M', 'M', 'M', 'F']	['ADV']
1563	ishpayanqanta	['ishpa', 'ya', 'nqa', 'n', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U', 'D', 'F']	['VInt', 'Pl', 'Sub', 'Poss.3', 'Obj']
1564	manam	['mana', 'm']	['D', 'M', 'M', 'F', 'U']	['ADV', 'Asrt']
1565	maakuyannatsu	['maaku', 'ya', 'n', 'na', 'tsu']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'F', 'D', 'M', 'F']	['VTr', 'Pl', '3', 'Acp', 'Neg']
1566	waray	['Waray']	['D', 'M', 'M', 'M', 'F']	['N']
1567	paqasllam	['paqas', 'lla', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['N', 'Lim', 'Asrt']
1568	yarquyan	['yarqu', 'ya', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pl', '3']
1569	umankunachawmi	['Uma', 'n', 'kuna', 'chaw', 'mi']	['D', 'M', 'F', 'U', 'D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Poss.3', 'Pl', 'Loc', 'Asrt']
1570	yarpakachaykaayan	['yarpa', 'kacha', 'ykaa', 'ya', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Iter', 'Prog', 'Pl', '3']
1571	tsaynash	['Tsay', 'na', 'sh']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F']	['PRON', 'Acp', 'Nfh']
1572	rikachakurinaq	['rikachaku', 'ri', 'naq']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F']	['VTr', 'Pct', 'Rpst']
1573	maychawpis	['may', 'chaw']	['D', 'M', 'F', 'D', 'M', 'M', 'F']	['PRON', 'Loc']
1574	pununanpaq	['punu', 'na', 'n', 'paq']	['D', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['VInt', 'Pot', 'Poss.3', 'Ben']
1575	taqayqa	['Taqay', 'qa']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['PRON.Dem', 'Top']
1576	pishtakum	['pishtaku', 'm']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'F', 'U']	['N', 'Asrt']
1577	llulluqa	['Llullu', 'qa']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Top']
1578	tikrarinaq	['tikra', 'ri', 'naq']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F']	['VTr', 'Pct', 'Rpst']
1579	ichikllan	['ichikllan']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'F']	['ADJ']
1580	patsaman	['patsa', 'man']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Dat']
1581	awkinqa	['Awkin', 'qa']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Top']
1582	wayipita	['wayi', 'pita']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Abl']
1583	wahashqa	['waha', 'shqa']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Prf']
1584	kar	['ka', 'r']	['D', 'F', 'U']	['AUX', 'Cnv']
1585	llakishqa	['llaki', 'shqa']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Prf']
1586	yarqurinaq	['yarqu', 'ri', 'naq']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F']	['VTr', 'Pct', 'Rpst']
1587	warmiqa	['Warmi', 'qa']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Top']
1588	wayinpita	['wayi', 'n', 'pita']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F']	['N', 'Poss.3', 'Abl']
1589	yarqurir	['yarqu', 'ri', 'r']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pct', 'Cnv']
1590	waytata	['wayta', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
1591	ashirinaq	['ashi', 'ri', 'naq']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F']	['VTr', 'Pct', 'Rpst']
1592	payqa	['Pay', 'qa']	['D', 'M', 'F', 'D', 'F']	['PRON.Prs', 'Top']
1593	achka	['achka']	['D', 'M', 'M', 'M', 'F']	['ADV']
1594	yakuta	['yaku', 'ta']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
1595	upun	['upu', 'n']	['D', 'M', 'F', 'U']	['VTr', '3']
1596	payqa	['Pay', 'qa']	['D', 'M', 'F', 'D', 'F']	['PRON.Prs', 'Top']
1597	sachakunata	['sacha', 'kuna', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Pl', 'Obj']
1598	ashmakunata	['ashma', 'kuna', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Pl', 'Obj']
1599	charirkurmi	['chari', 'rku', 'r', 'mi']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U', 'D', 'F']	['V', 'Edu', 'Cnv', 'Asrt']
1600	mikun	['miku', 'n']	['D', 'M', 'M', 'F', 'U']	['VTr', '3']
1601	warmiimi	['Warmi', 'i', 'mi']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.1Sg', 'Asrt']
1602	aywakuychaw	['aywa', 'ku', 'y', 'chaw']	['D', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'M', 'F']	['VTr', 'Refl/Mid', 'Inf', 'Loc']
1603	kaykan	['ka', 'yka', 'n']	['D', 'F', 'D', 'M', 'F', 'U']	['AUX', 'Prog', '3']
1604	wamrakunam	['Wamra', 'kuna', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Pl', 'Asrt']
1605	aayapaakuyan	['aayapaaku', 'ya', 'n']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['VInt', 'Pl', '3']
1606	ashmakuna	['Ashma', 'kuna']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Pl']
1607	quchaman	['qucha', 'man']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Dat']
1608	chaariyannam	['chaa', 'ri', 'ya', 'n', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'U', 'D', 'F', 'U']	['VTr', 'Pct', 'Pl', '3', 'Acp', 'Asrt']
